id,topic,label,predict_label,score
802149772651949952,#FCBlive,1,1,0.73981774
802162923242225024,#FCBlive,1,0,0.47223103
802200709160647936,#FCBlive,1,1,0.52161264
800600575419170048,#GilmoreGirlsTop4,1,1,0.8691021
800633765668061056,#GilmoreGirlsTop4,1,1,0.87265027
800697953820311040,#GilmoreGirlsTop4,1,1,0.88867754
800782409721643008,#GilmoreGirlsTop4,1,1,0.8014949
800832352977042944,#GilmoreGirlsTop4,1,0,0.4256175
800840270933856000,#GilmoreGirlsTop4,1,1,0.77630216
800893936910893056,#GilmoreGirlsTop4,1,1,0.7745997
800922542902898048,#GilmoreGirlsTop4,1,1,0.98173916
800922746603666944,#GilmoreGirlsTop4,1,1,0.96277165
800939568237264000,#GilmoreGirlsTop4,0,1,0.79262584
801020626907430016,#GilmoreGirlsTop4,1,1,0.8604988
801040426052434944,#GilmoreGirlsTop4,1,1,0.9196181
801053718867155968,#GilmoreGirlsTop4,1,1,0.74677265
801094889442263040,#GilmoreGirlsTop4,1,1,0.84673595
801101801181233024,#GilmoreGirlsTop4,1,1,0.8940418
801128198146845952,#GilmoreGirlsTop4,1,1,0.8685576
801184553800862976,#GilmoreGirlsTop4,1,1,0.9865694
801204292552002944,#GilmoreGirlsTop4,1,1,0.95259297
801231669818702976,#GilmoreGirlsTop4,1,1,0.8694196
801249871030263040,#GilmoreGirlsTop4,1,1,0.8692224
801272421651255040,#GilmoreGirlsTop4,1,1,0.59830874
801275523196391040,#GilmoreGirlsTop4,1,1,0.8324295
801285192224685952,#GilmoreGirlsTop4,1,1,0.9818404
801286137553779968,#GilmoreGirlsTop4,1,1,0.8695348
801299069192859008,#GilmoreGirlsTop4,1,1,0.8386833
801309546341953024,#GilmoreGirlsTop4,1,1,0.64567393
801328326195444992,#GilmoreGirlsTop4,1,1,0.765384
801362225084715008,#GilmoreGirlsTop4,1,1,0.89938295
801459954477624960,#GilmoreGirlsTop4,1,1,0.84539354
801471137226092032,#GilmoreGirlsTop4,1,1,0.8641119
801572825924411008,#GilmoreGirlsTop4,1,1,0.798341
801605846270692992,#GilmoreGirlsTop4,1,1,0.7571715
801700908841234048,#GilmoreGirlsTop4,1,1,0.8019811
801754848488291968,#GilmoreGirlsTop4,1,1,0.7424781
801862284003970944,#GilmoreGirlsTop4,1,1,0.84621394
801896168427060992,#GilmoreGirlsTop4,1,1,0.62678945
801933153820621952,#GilmoreGirlsTop4,1,1,0.8441132
801953279827704960,#GilmoreGirlsTop4,1,1,0.7949585
802007216135938048,#GilmoreGirlsTop4,1,1,0.6883988
802027469905784064,#GilmoreGirlsTop4,1,1,0.6956201
802032968613010944,#GilmoreGirlsTop4,0,1,0.5652824
802049140058427008,#GilmoreGirlsTop4,1,1,0.63514864
802049650182196992,#GilmoreGirlsTop4,1,1,0.64988875
802161940877442944,#GilmoreGirlsTop4,1,1,0.9825189
802165440814386944,#GilmoreGirlsTop4,1,1,0.7415845
801752312477842944,#Hamas,0,0,0.42619303
801761121069923968,#Hamas,0,0,0.07524434
801761425320537984,#Hamas,0,0,0.17065445
801765063929499008,#Hamas,0,0,0.37715423
801780792179432960,#Hamas,0,0,0.06060809
801787803541576960,#Hamas,0,0,0.24609104
801789161288121984,#Hamas,0,0,0.08274871
801798660824690048,#Hamas,0,0,0.041289747
801798933538279040,#Hamas,0,0,0.05154708
801813705101025024,#Hamas,0,0,0.033717692
801814461518461952,#Hamas,0,0,0.15071017
801828328676195968,#Hamas,0,0,0.45966172
801829730202898048,#Hamas,0,0,0.09196031
801829997077995008,#Hamas,0,0,0.20760453
801837488851401984,#Hamas,0,0,0.33102056
801838826981208064,#Hamas,0,0,0.12695551
801839086843624960,#Hamas,0,0,0.09451091
801840578061208960,#Hamas,0,0,0.18179888
801843233399644032,#Hamas,0,0,0.2908253
801853736268210048,#Hamas,0,0,0.044484258
801865990896107008,#Hamas,0,0,0.49082175
801868850371276032,#Hamas,0,0,0.22233596
801873644381208064,#Hamas,0,0,0.13220903
801873678929719040,#Hamas,0,0,0.03335753
801883751970172032,#Hamas,0,0,0.22999588
801885020478652032,#Hamas,0,0,0.2080274
801890614543518976,#Hamas,0,0,0.19193211
801892619823575040,#Hamas,0,0,0.05179122
801894589972040960,#Hamas,0,0,0.075803995
801908431070359040,#Hamas,0,0,0.08423191
801912310231138048,#Hamas,0,0,0.25562888
801916412604215040,#Hamas,0,0,0.1709607
801916856336579968,#Hamas,0,0,0.22745445
801933766826475008,#Hamas,0,0,0.05971241
801952841032035968,#Hamas,0,0,0.16137245
801992672047033984,#Hamas,0,0,0.060803503
801995675269401984,#Hamas,0,0,0.13831425
802006334115901056,#Hamas,0,0,0.045172215
802012274701597952,#Hamas,0,0,0.046935767
802016248418668032,#Hamas,0,0,0.0820916
802016729660530048,#Hamas,0,0,0.30309767
802026395731894016,#Hamas,0,0,0.054684788
802032273449171968,#Hamas,0,0,0.13330314
802044582359928064,#Hamas,0,0,0.15085277
802070505809476992,#Hamas,0,0,0.33017814
802077549211873024,#Hamas,0,0,0.24120936
802150077284384000,#Hamas,0,0,0.14812812
802154858681863936,#Hamas,0,0,0.15652841
802155914421828992,#Hamas,0,0,0.027400762
802156911584013952,#Hamas,0,0,0.044855
802169793990098048,#Hamas,0,0,0.094866335
802185400915737984,#Hamas,0,0,0.15400398
802185807377337984,#Hamas,0,0,0.36671215
802188867566587008,#Hamas,0,0,0.13251394
802205416193223936,#Hamas,0,0,0.12723175
802086680719138048,#Hatchimals,1,1,0.537417
802100697776865024,#Hatchimals,0,1,0.6801115
802105132083191040,#Hatchimals,0,1,0.7017511
802112231076925056,#Hatchimals,1,1,0.846846
802115031123053952,#Hatchimals,1,1,0.9069057
802115375701852032,#Hatchimals,1,1,0.620899
802117316804800000,#Hatchimals,1,1,0.846148
802117496472043008,#Hatchimals,1,1,0.5829086
802119362689777024,#Hatchimals,1,1,0.7754977
802119669478030976,#Hatchimals,1,1,0.8508723
802122249851506048,#Hatchimals,1,1,0.9681746
802134125901741952,#Hatchimals,1,1,0.6402686
802136089741982976,#Hatchimals,1,1,0.5037977
802139792163081984,#Hatchimals,0,1,0.5858722
802141345599155968,#Hatchimals,0,1,0.955552
802143234638146944,#Hatchimals,1,1,0.8175031
802146918679854976,#Hatchimals,0,1,0.98307276
802148742530998016,#Hatchimals,1,1,0.69316864
802153243354812032,#Hatchimals,1,1,0.5753661
802157068228627968,#Hatchimals,1,1,0.59014404
802161140155321984,#Hatchimals,1,1,0.8642376
802161893997767936,#Hatchimals,1,1,0.6839658
802162304137694976,#Hatchimals,1,1,0.8648248
802165553578306944,#Hatchimals,1,1,0.98879284
802165840812579968,#Hatchimals,0,1,0.5213075
802173666645732992,#Hatchimals,1,1,0.9916377
802173721645607936,#Hatchimals,1,1,0.94507384
802174116384096000,#Hatchimals,1,1,0.98008835
802177048638849024,#Hatchimals,0,1,0.6954569
802183688809287040,#Hatchimals,0,1,0.5392131
802183883160697984,#Hatchimals,1,1,0.56724733
802187596088672000,#Hatchimals,1,1,0.6267844
802187703341170048,#Hatchimals,1,1,0.77337
802188146905672960,#Hatchimals,1,1,0.8558736
802188338862112000,#Hatchimals,0,1,0.7580967
802188884679527936,#Hatchimals,0,1,0.6699998
802189719496952960,#Hatchimals,1,1,0.599316
802190271438000000,#Hatchimals,1,1,0.7217861
802191249067376000,#Hatchimals,1,1,0.8192655
802192621074599040,#Hatchimals,0,1,0.5966477
802192681355083008,#Hatchimals,1,1,0.97723055
802193459046190976,#Hatchimals,1,1,0.8851373
802194395684600960,#Hatchimals,1,1,0.67190766
802195201456569984,#Hatchimals,1,1,0.6708366
802195597453328000,#Hatchimals,1,1,0.7365485
802198189336129024,#Hatchimals,1,1,0.65403533
802202846909369984,#Hatchimals,1,1,0.8686741
802203120529014016,#Hatchimals,1,1,0.8622302
802203873347858048,#Hatchimals,1,1,0.7050221
802203873951805056,#Hatchimals,1,1,0.8527562
802205387038539008,#Hatchimals,1,1,0.8646709
801693282887748992,#Hezbollah,0,0,0.2167165
801712140835060992,#Hezbollah,1,0,0.48394895
801719285466939008,#Hezbollah,0,0,0.08174291
801722477512716032,#Hezbollah,0,0,0.096395075
801770424505921024,#Hezbollah,0,0,0.10430196
801774228425112960,#Hezbollah,0,0,0.16910726
801775674038091008,#Hezbollah,0,0,0.14131638
801782323167554944,#Hezbollah,0,0,0.09400293
801801976996568960,#Hezbollah,0,0,0.06867123
801832293493051008,#Hezbollah,0,0,0.110883474
801841873543396992,#Hezbollah,0,0,0.03505379
801851378092150016,#Hezbollah,0,0,0.072019845
801863379480625024,#Hezbollah,0,0,0.14325279
801889339458338048,#Hezbollah,0,0,0.44796923
801907272997858944,#Hezbollah,0,0,0.17054829
801909898141462016,#Hezbollah,0,0,0.16533357
801938526803737984,#Hezbollah,0,0,0.18292817
801939860894445056,#Hezbollah,0,0,0.42266315
801950880786500992,#Hezbollah,0,0,0.18523556
801965071534530048,#Hezbollah,1,0,0.25787407
802091723488984960,#Hezbollah,0,0,0.20979512
802105757831458048,#Hezbollah,1,0,0.27466273
802111215707241984,#Hezbollah,0,0,0.09777105
802154364118908032,#Hezbollah,0,0,0.18082303
802172551074082048,#Hezbollah,0,0,0.17717385
802178994061922048,#Hezbollah,0,0,0.12621
802180804084263936,#Hezbollah,0,0,0.23506683
802200694614683008,#Hezbollah,0,0,0.14374506
802194211021945984,#ISIS,0,0,0.35822278
802194706079895040,#ISIS,0,0,0.32940656
802195302325320960,#ISIS,0,0,0.1311386
802195530440932992,#ISIS,0,0,0.35938153
802195734204386944,#ISIS,0,0,0.07700297
802195967776854016,#ISIS,0,1,0.54867715
802196251911409024,#ISIS,0,0,0.14156139
802196273746963968,#ISIS,0,0,0.30259442
802196435534052992,#ISIS,0,0,0.030474365
802196931925708032,#ISIS,0,0,0.18035766
802197305940184960,#ISIS,0,0,0.31466433
802198226887646976,#ISIS,0,0,0.11691326
802198295615520000,#ISIS,0,0,0.052273303
802198440478440960,#ISIS,0,0,0.09509227
802198761481108992,#ISIS,0,0,0.10798848
802199535212706944,#ISIS,0,0,0.062591225
802205853642264064,#ISIS,0,0,0.09272504
802206197940034944,#ISIS,0,1,0.56470877
802206798614667008,#ISIS,0,0,0.062382817
802206999907803008,#ISIS,0,0,0.14469165
802207280557015040,#ISIS,0,1,0.52066946
802207786188865024,#ISIS,0,0,0.06893951
802207865993826048,#ISIS,0,0,0.1185981
802208678753352960,#ISIS,0,0,0.2045806
802209036141740032,#ISIS,0,0,0.25725722
802209171538145024,#ISIS,0,0,0.31956774
802209286164246016,#ISIS,0,1,0.53873706
802210274510065024,#ISIS,0,0,0.13811779
802211399648903040,#ISIS,0,0,0.18286857
802211764888801024,#ISIS,0,0,0.08216855
802211996376697984,#ISIS,0,0,0.06161654
802212264707320960,#ISIS,0,0,0.10964051
802212371301284992,#ISIS,0,0,0.037058383
802212554948930944,#ISIS,0,0,0.2251738
802212833266139008,#ISIS,0,1,0.6134303
802213733988605056,#ISIS,0,0,0.07190776
802214575986932992,#ISIS,0,0,0.027547091
802214585122036992,#ISIS,0,0,0.12232885
802214597306433024,#ISIS,0,0,0.30764621
802214671772188032,#ISIS,0,0,0.09806034
802214904367225984,#ISIS,0,0,0.14013267
802077910639132032,#Jerusalem,1,1,0.51305676
802079774168465024,#Jerusalem,1,1,0.9489441
802081920288836992,#Jerusalem,1,1,0.54970974
802121462161281024,#Jerusalem,1,1,0.8466605
802130384175632000,#Jerusalem,1,1,0.568754
802134113465536000,#Jerusalem,1,0,0.44565058
802137721523342976,#Jerusalem,1,1,0.97495127
802154764469464960,#Jerusalem,1,1,0.9543066
802155484622953984,#Jerusalem,1,1,0.50802135
802161135805987968,#Jerusalem,1,1,0.8368819
802161269851783040,#Jerusalem,0,0,0.14643249
802169294666813056,#Jerusalem,1,1,0.8130463
802170784034816000,#Jerusalem,0,0,0.3807292
802177432933564032,#Jerusalem,1,0,0.16483635
802178218698664960,#Jerusalem,0,0,0.147951
802180317075435008,#Jerusalem,1,1,0.8344061
802184504580377984,#Jerusalem,0,0,0.3225391
802197890743598976,#Jerusalem,0,0,0.08984089
802198711577313024,#Jerusalem,0,0,0.07835865
802204083796999936,#Jerusalem,0,1,0.76392734
802210774622109056,#Jerusalem,1,0,0.16131583
802213127228194048,#Jerusalem,1,1,0.56676173
802133191968624000,#Libya,1,1,0.6349305
802134788341723008,#Libya,0,1,0.5174975
802137224301005952,#Libya,0,1,0.502524
802142152490881024,#Libya,0,0,0.37427515
802144185713356032,#Libya,0,0,0.40234065
802154277867289984,#Libya,0,0,0.43153536
802156095393459968,#Libya,0,1,0.83694494
802156644868226944,#Libya,0,0,0.4785117
802157009336286976,#Libya,0,0,0.26841086
802157677723913984,#Libya,0,0,0.10794452
802160694464547968,#Libya,0,1,0.6103305
802162264514162048,#Libya,0,1,0.8890649
802168868542286976,#Libya,0,0,0.06335795
802170347357372032,#Libya,0,0,0.4709251
802170672738921984,#Libya,0,1,0.57559097
802171872301480960,#Libya,1,0,0.39874288
802175067375292032,#Libya,1,1,0.5681163
802190221206962048,#Libya,0,1,0.7340951
802199133935332992,#Libya,0,0,0.45969662
802205690551009024,#Libya,0,0,0.20528981
802208815227830016,#Libya,0,0,0.25295308
802208851533660032,#Libya,1,0,0.32810894
802193886538059008,#MannequinChallenge,1,1,0.98909605
802204182300290944,#MannequinChallenge,1,1,0.69082195
802204220099280000,#MannequinChallenge,1,1,0.92260784
802204380548231040,#MannequinChallenge,1,1,0.9703944
802205034570272000,#MannequinChallenge,1,1,0.99457705
802205056225438976,#MannequinChallenge,1,1,0.8986981
802205584334422016,#MannequinChallenge,1,1,0.982075
802205593519918976,#MannequinChallenge,1,1,0.80540633
802205702181657984,#MannequinChallenge,1,1,0.87337554
802205944029604992,#MannequinChallenge,1,1,0.92687804
802206238100466944,#MannequinChallenge,1,1,0.93333006
802206338554232064,#MannequinChallenge,1,1,0.9638473
802206455558455040,#MannequinChallenge,0,1,0.8694611
802206464609841024,#MannequinChallenge,1,1,0.81402016
802206489544899968,#MannequinChallenge,1,1,0.96558577
802206635221543936,#MannequinChallenge,1,1,0.9717172
802206664799689984,#MannequinChallenge,1,1,0.82702553
802206770605101056,#MannequinChallenge,1,1,0.7822892
802206988327227008,#MannequinChallenge,1,1,0.9830611
802207061580909952,#MannequinChallenge,1,1,0.99324125
802207427424845056,#MannequinChallenge,1,1,0.8318671
802207437902248960,#MannequinChallenge,0,1,0.7725432
802207456692572032,#MannequinChallenge,1,1,0.99209213
802207505619225984,#MannequinChallenge,0,1,0.8244138
802207518927814016,#MannequinChallenge,0,1,0.8458438
802207564796567040,#MannequinChallenge,1,1,0.96279645
802207589379533952,#MannequinChallenge,1,1,0.9227874
802207751233531008,#MannequinChallenge,1,1,0.9116179
802207891465863040,#MannequinChallenge,0,1,0.84854645
802208042326466048,#MannequinChallenge,1,1,0.77006453
802208128624258944,#MannequinChallenge,1,1,0.96625847
802208231556780032,#MannequinChallenge,1,1,0.777684
802208444400942976,#MannequinChallenge,1,1,0.9900272
802208465787777024,#MannequinChallenge,1,1,0.7108768
802208483668061952,#MannequinChallenge,1,1,0.98749745
802208521366503040,#MannequinChallenge,1,1,0.9772165
802208538239986944,#MannequinChallenge,1,1,0.83078
802208961797718016,#MannequinChallenge,1,1,0.8632472
802208984589549056,#MannequinChallenge,1,1,0.9529221
802209627966296064,#MannequinChallenge,1,1,0.85188854
802209835618077952,#MannequinChallenge,1,1,0.9841554
802209849958338048,#MannequinChallenge,1,1,0.8074503
802209891914055040,#MannequinChallenge,1,1,0.96873987
802209902345284992,#MannequinChallenge,1,1,0.8800725
802209906807992064,#MannequinChallenge,1,1,0.63054293
802210283154308992,#MannequinChallenge,1,1,0.96797824
802210428470365952,#MannequinChallenge,1,1,0.98973274
802210880603687936,#MannequinChallenge,1,1,0.7742155
800756575078087936,#MosulOffensive,0,0,0.22954366
801021466649181952,#MosulOffensive,0,0,0.2838518
801028658219675008,#MosulOffensive,0,0,0.19146621
801059866840354048,#MosulOffensive,1,0,0.22854412
801072772646628992,#MosulOffensive,0,0,0.08516866
801074428016807040,#MosulOffensive,0,0,0.25088972
801080699994467968,#MosulOffensive,1,0,0.2397506
801382395463289984,#MosulOffensive,0,0,0.35380548
801399893193392000,#MosulOffensive,1,0,0.26477256
801424641621377024,#MosulOffensive,0,0,0.14424714
801449714654806016,#MosulOffensive,0,0,0.22838807
801482142022855936,#MosulOffensive,0,0,0.1209999
801566779076029952,#MosulOffensive,0,0,0.14468217
801739748121447936,#MosulOffensive,1,0,0.4794678
801833152998240000,#MosulOffensive,0,0,0.36813772
801833237295329024,#MosulOffensive,0,0,0.22803625
802144697703693952,#MosulOffensive,0,0,0.31581503
800017583881654016,#NBAwards,1,1,0.94520485
800018481148108032,#NBAwards,1,1,0.98695886
800024815713197952,#NBAwards,1,1,0.95477676
800054035709496960,#NBAwards,1,1,0.9845539
800073928479768064,#NBAwards,1,1,0.89432836
800127538882194944,#NBAwards,1,1,0.9500487
800170802515758976,#NBAwards,1,1,0.9550724
800293494623321984,#NBAwards,1,1,0.9665278
800356190349885056,#NBAwards,1,1,0.9701348
800383217538919936,#NBAwards,1,1,0.9774493
800410511040883968,#NBAwards,1,1,0.9527385
800411334772804992,#NBAwards,1,1,0.96952236
800428591154535936,#NBAwards,1,1,0.80727917
800723829857209984,#NBAwards,1,1,0.6933216
800731995018062976,#NBAwards,1,1,0.9444921
800767998986329984,#NBAwards,1,1,0.94602036
801120310615571968,#NBAwards,1,1,0.96641433
801182722198621952,#NBAwards,1,1,0.9733287
801187424160381952,#NBAwards,1,1,0.9282234
801203679814708992,#NBAwards,1,1,0.98828596
801227152154770944,#NBAwards,1,1,0.9415463
801248976674635008,#NBAwards,1,1,0.97261035
801321428410912000,#NBAwards,1,1,0.57572263
801473426611379968,#NBAwards,0,1,0.6099052
801542592571673984,#NBAwards,1,1,0.95730823
801554807144270976,#NBAwards,1,1,0.9267763
801596257223539968,#NBAwards,1,1,0.96953857
801616380944642048,#NBAwards,1,1,0.81563544
801842888577608960,#NBAwards,1,1,0.9551343
801923598185282944,#NBAwards,1,1,0.985021
801948570781970048,#NBAwards,1,1,0.8721161
802019041577667968,#NBAwards,1,1,0.5829861
802183854719171968,#NBAwards,1,1,0.9234167
802089432983763968,#OneDirection,1,0,0.44905066
802089446132752000,#OneDirection,1,1,0.7642839
802090756995304960,#OneDirection,1,1,0.81805813
802094161524648960,#OneDirection,1,1,0.8945243
802101013377379968,#OneDirection,1,1,0.5022508
802101685099196032,#OneDirection,1,0,0.3425694
802102109877378944,#OneDirection,1,1,0.79511607
802111544633027968,#OneDirection,1,1,0.61767584
802114165036945024,#OneDirection,1,0,0.10495132
802115144025313024,#OneDirection,1,1,0.8926224
802117781747629952,#OneDirection,1,1,0.56079733
802118128457175040,#OneDirection,1,1,0.5556754
802119393224244992,#OneDirection,1,1,0.71789104
802127966511607040,#OneDirection,1,0,0.45778912
802127990444486016,#OneDirection,1,1,0.63699996
802128081439916032,#OneDirection,1,1,0.6073756
802129219656380032,#OneDirection,1,1,0.63880444
802131088655182976,#OneDirection,1,1,0.92702484
802132240247517056,#OneDirection,1,1,0.83211184
802132577670728960,#OneDirection,1,1,0.93021274
802134605750889984,#OneDirection,1,1,0.72847724
802136162605404032,#OneDirection,1,0,0.48851296
802139404588424960,#OneDirection,1,1,0.63841456
802139917534931968,#OneDirection,1,0,0.40605402
802143001946492032,#OneDirection,1,1,0.9450911
802149143749737984,#OneDirection,1,1,0.6160134
802149418640216064,#OneDirection,1,1,0.62001425
802149856181522048,#OneDirection,1,1,0.68792313
802158031702204032,#OneDirection,1,1,0.85132015
802164433808224000,#OneDirection,1,1,0.5634914
802166837429619968,#OneDirection,1,1,0.61499953
802167348987920000,#OneDirection,1,1,0.91557896
802169070493831040,#OneDirection,1,1,0.71394366
802169624879954944,#OneDirection,1,1,0.64967847
802172876757618048,#OneDirection,0,1,0.7570571
802173516040797952,#OneDirection,1,1,0.72044307
802173656231246976,#OneDirection,1,1,0.5870361
802193050588028032,#OneDirection,1,1,0.7677734
802193527207848960,#OneDirection,1,1,0.70572317
802194081808051968,#OneDirection,1,1,0.7547465
802194472981449984,#OneDirection,1,1,0.88133264
802194893292473984,#OneDirection,1,1,0.76779777
802195489374502016,#OneDirection,1,1,0.60008425
802196801407291008,#OneDirection,1,1,0.60681796
802197307554819968,#OneDirection,1,1,0.92065394
802198416054976000,#OneDirection,1,1,0.80334926
802199090130025984,#OneDirection,1,1,0.8810641
802209757511696000,#OneDirection,1,1,0.7804707
802210248698241024,#OneDirection,1,1,0.5970367
802210373759856000,#OneDirection,1,1,0.7615824
802210409805741952,#OneDirection,1,1,0.62830794
802211051660017024,#OneDirection,1,0,0.45319462
802211182094482944,#OneDirection,1,1,0.69979906
802214946020802048,#OneDirection,1,1,0.6263976
802180499410131968,#Palestine,1,0,0.20203659
802181882976813056,#Palestine,0,0,0.13602448
802182016246676992,#Palestine,0,0,0.035756737
802182105283304960,#Palestine,1,0,0.26959714
802183028063763968,#Palestine,0,0,0.03733915
802184483143289984,#Palestine,0,0,0.20514777
802186319061516032,#Palestine,0,0,0.05097115
802187398067129984,#Palestine,1,1,0.5538447
802187753601597056,#Palestine,0,0,0.40681434
802187964403122048,#Palestine,1,0,0.024174929
802189260178750976,#Palestine,0,0,0.1425511
802190086637059968,#Palestine,1,0,0.06277388
802190136305806976,#Palestine,0,0,0.3213821
802191885561430016,#Palestine,0,0,0.064541936
802192570524631040,#Palestine,0,0,0.11824435
802195202232425984,#Palestine,0,0,0.113079995
802195422664097024,#Palestine,0,0,0.19581357
802196718456601984,#Palestine,0,0,0.19025317
802196991312859008,#Palestine,1,1,0.6105139
802200405493084032,#Palestine,0,0,0.091555566
802204019129256960,#Palestine,0,0,0.02350524
802204299006802944,#Palestine,1,0,0.08664733
802206971705310976,#Palestine,0,0,0.06783241
802210662575459968,#Palestine,0,0,0.11378944
802210890753933056,#Palestine,0,0,0.13220993
801910924961545984,#ScreamQueens,1,1,0.9537405
801912197081230976,#ScreamQueens,1,1,0.975242
801913707936840960,#ScreamQueens,1,1,0.9696095
801916573170749056,#ScreamQueens,0,1,0.8754256
801916618062397056,#ScreamQueens,1,1,0.94060683
801916945394188032,#ScreamQueens,1,1,0.9626521
801918969900723968,#ScreamQueens,1,1,0.98962075
801923177827942016,#ScreamQueens,1,1,0.9285108
801938427470052992,#ScreamQueens,1,1,0.84815824
801938487242944000,#ScreamQueens,1,1,0.9899054
801939698587495936,#ScreamQueens,1,1,0.8000995
801941681394290048,#ScreamQueens,0,1,0.92475015
801945862989560960,#ScreamQueens,1,1,0.9356626
801948995522359040,#ScreamQueens,1,1,0.8990419
801949391422636032,#ScreamQueens,1,1,0.9409821
801956612965592960,#ScreamQueens,1,1,0.9648194
801962164802252032,#ScreamQueens,1,1,0.88406384
801969369332882944,#ScreamQueens,1,1,0.9740522
801971647519617024,#ScreamQueens,1,1,0.96345985
801976857612742016,#ScreamQueens,1,1,0.9560225
801977826513652992,#ScreamQueens,1,1,0.9698341
801980194189876992,#ScreamQueens,1,1,0.96481365
801984795291085952,#ScreamQueens,1,1,0.94540143
801991239524633984,#ScreamQueens,1,1,0.93918717
801991272223411968,#ScreamQueens,1,1,0.91605115
802010066148880000,#ScreamQueens,0,1,0.87542266
802012346101035008,#ScreamQueens,1,1,0.89503026
802025275177500032,#ScreamQueens,1,1,0.98696804
802033663919684992,#ScreamQueens,1,1,0.9456334
802036791658381056,#ScreamQueens,1,1,0.66253555
802048132343352960,#ScreamQueens,1,1,0.8824166
802056614098312960,#ScreamQueens,1,1,0.7382813
802058499345612032,#ScreamQueens,0,1,0.94739425
802058612344425984,#ScreamQueens,0,1,0.74053365
802062998395358976,#ScreamQueens,1,1,0.98058414
802069488174664960,#ScreamQueens,1,1,0.9859621
802079408978849024,#ScreamQueens,1,1,0.991218
802095135957732992,#ScreamQueens,1,1,0.9548589
802097329419512960,#ScreamQueens,1,1,0.8764121
802099118994694016,#ScreamQueens,0,1,0.85037875
802099849432662016,#ScreamQueens,1,1,0.8368644
802102547154660992,#ScreamQueens,0,1,0.9364306
802116258003123968,#ScreamQueens,0,1,0.9838122
